Дата,Подія,Опис,Традиції,Як підготуватися
29.07,,,,
30.07,,"олока. За твердженням знахарів, зміїне молоко може легко зруйнувати всяку греблю, треба тільки влити це молоко у воду. Аби викрасти бджіл, знахарі збирали макові головки і варили їх у козиному молоці. Цим молоком, всмоктаним прилітною бджолою, вони спонукали чужих бджіл до переселення. За повір'ям, 30 липня відьми впиваються коров'ячим молоком усмерть, 1 їх нічим не можна розбудити, хіба що палити їхні п'ятки соломою.",,
31.07,,,,
01.08,,"своїх походів на схід дійшов до Макарійських островів. (Див. ОСТРІВ, СХІД, РАЙ, ТВАРИННИЙ СВІТ -Дивовижні тварини та птахи).",,
02.08,,"Page 503



  СПИРИДОН СОНЦЕВОРОТ  Спас Нерукотворний. Бойківщина, остання чверть ХУ ст. повір'я, що до Спаса яблука «нечисті». Подібно до цього і вода в озерах та ставках в певний період вважається нечистою -- від свята Перуна (Іллі) (20 липня/2 серпня) до Водохрещі (6/19 січня). Тільки після освячення на Другого Спаса яблука стають придатними (преображаються) для споживання. Кусаючи перше освячене яблуко, примовляли: «Думу міцну надумую, думу трудну заклинаю, по Другому Спасу хай збудеться...» Тож традиційно свіжі плоди в народі споживали лише в період від Спаса до Різдва або Водохрещі. Після Водохрещі і освячення всіх водойм, коли вода переймається Святим Духом, свіжі яблука викидали, а натомість сушені заливали «живою» водою. Саме в цю пору, взявши з кожної копи по колосочку, жниці виробляли «Сніп-рай». Вважали, що у ньому Спас любить поспілкуватися з душами покійників. Також при завершенні жнив залишали в кінці ниви пучок незжатих колосків, який називали по-різному: Спасова борода...",,
03.08,,,,
04.08,,"оїх походів на схід дійшов до Макарійських островів. (Див. ОСТРІВ, СХІД, РАЙ, ТВАРИННИЙ СВІТ -Дивовижні тварини та птахи).",,
05.08,,,,
06.08,,товида Друге велике свято бога Трояна. Сонцескрес. Свято Купала і Марени (Соботка). День літнього сонцестояння Завершення Ярильських святок. Похорон Ярила Літній Стрибог 20-27 липня Перунів тиждень 20 липня Літній Перун 22 липня Літня Перуниця. Свято Блискавиці 27 липня Паликопа. Вшанування Чура 1-16 серпня Спасівка Ї серпня Перший Спас     6 серпня Другий Спас 16 серпня Третій Спас 620,,
07.08,,"Page 216



 КАЛЕТА    Щ КА оч ро О   Ре «ба о З У 309, чати р  Ритуальні посудини-календарі черняхівської культури (.-ІГУ ст.) Зажинки, кінець жнив -- 7 серпня. Свято перших плодів (Спас, 6 серпня). Складання такого детального і точного календаря, яким у народі користувалися аж до ХІХ ст., було результатом багатовікових спостережень, які привели орачів Середнього Подніпров'я до визначення оптимальних строків дощів для ярових хлібів. Оформлення аграрно-язичницького календаря було, безперечно, справою жерців, які акумулювали усі знання про природу і на практиці зіставляли їх з урожайністю своїх полів. (Див. КОЛО, ТРОЯН, ВОЛХВИ, ЯРИЛО, ПЕРУН, КУПАЛО, СПАС, БОРИСІВ ДЕНЬ, ЗАЖИНКИ).",,
08.08,,,,
09.08,СВІЧКА,"А.Афанасьсв, «Позтичсскис воззрения славян...», т.39; т.2, с.259-260, И.Сахаров, «Сказания...», с.245, 316. ПАЛИКОПА (Палій) -- вартовий святкових днів (у християн св. Пантелеймон). Він блискавицею богагромовика карає тих, хто не шанує богів та не дотримується звичаїв. У день св. Палія (27 липня / 9 серпня) не можна жати, звозити в копи тощо; також постилися й молилися, щоб зберегти копи хлібів, які ще на ниві, а тому такі ниви тричі обходили. Вшановуючи Паликопу, запалювали свічку-громничку, освячену на Великдень, «щоб і оселю, 1 копи в полі зберіг від пожежі», розкладали священний вогонь, стрибали через нього, а дітям роздавали ритуальне печиво - - сончата. Цього дня знахарі заготовляли цілющі трави. 354 (Див. БОРИСІВ ДЕНЬ, СВІЧКА -- Громнична).",,
10.08,,,,
11.08,,,,
12.08,СИЛА,"а», с.354. Г.Дьяченко, «Полньй церковнославянский словарь», с.701. А.Афанасьсв, «Позтическис воззрения славян...», т.І, с.201, 327, 343-344. А.Гура, «Символика животньх...», с.79, 154, 158, 197, 261, 303 та ін. М.Новикова, «Коментар», с.262. В.Мойсеєнко, «Поліські вірування...», с.158. СИЛА -- день 12 серпня, коли найбільше відчувається животворна сила Матері-Землі. День св. Сили -найкращий для сівби озимих культур: вважалося, що жито, посіяне в цей день, дасть великий врожай, бо родить «сильно». Також у цей день по щойно скошеній ниві качалися -- сил набиралися. Зі стародавніх часів слово «сила» вживається у значенні «багато»; «сила силенна» -- надзвичайно багато.",,
13.08,,"ь лиху енергію. Наведемо зелений гороскоп, у якому простежується зв'язок людських характерів з деревами і яким користувалися наші прародителі: Яблуня: 23 грудня -- | січня; 25 червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестоянн...",,
14.08,,"окійників на світу весняно-літньому сезоні: вони з'являються на Страсний четвер, на Зелені свята і на Спаса. Коли на Симона Зилоту знахарки зривали чарівне зело, вони примовляли: Святий Авраам на це зілля орав, А Бог садив, а Спас родив, Мати Божа поливала І на поміч це зілля давала. Перший Спас (1/14 серпня; Маковія) називали Спасів день. Перший день Успенського посту. Цієї пори був звичай ходити всім людом до річки чи озера освячувати воду, після чого всі купалися 1 купали худобу, щоб очиститися та уберегтися від хвороб, особливо пропасниці. Тоді ж освячували квіти і мак, а дівчата-чарівниці -- ще й мак-видюк. Цим маком обсипали дім, аби всі вроки та хитрощі відьом пропали безслідно. Протягом тижня гадали, яка буде погода починаючи з вересня. Казали: «У Спаса все в запасі: і дощ, і вітер, і погода, 1 сіропогіддя». Особливо вшановували другий прихід Спаса (6/19 серпня; Преображення Господнє). Його називали Другим Спасом, Середнім Спасом, Великим Спасом. В цей день освячували групі, ме...",,
15.08,,"рович, «Українська народна медицина», с. 95. Приворотень. Цікавою особливістю цієї рослини є виділення краплин води, які збираються біля основи черешка. Знахарі збирали цю вологу і вважали Її за приворотний напій. Прикрит-зілля, знане як оберіг від чарів та уроків у весільній обрядовості, збирали з 15 серпня по 1 листопада.",,
16.08,,ітовида Друге велике свято бога Трояна. Сонцескрес. Свято Купала і Марени (Соботка). День літнього сонцестояння Завершення Ярильських святок. Похорон Ярила Літній Стрибог 20-27 липня Перунів тиждень 20 липня Літній Перун 22 липня Літня Перуниця. Свято Блискавиці 27 липня Паликопа. Вшанування Чура 1-16 серпня Спасівка Ї серпня Перший Спас     6 серпня Другий Спас 16 серпня Третій Спас 620,,
17.08,,"дицю, як птиця, щоб хвороб не знали й росли, як з води, як з роси. Діти відносили печиво в ліс, сад чи поле, вибігали на пагорби, закликали весну: «Пташок викликаю з теплого краю. Летіть, соловейки, на нашу земельку, спішіть, ластівоньки, пасти корівоньки, летіть, сизокрилі, - - ви всі нам милі...» 17 серпня -- Явдоха-Сіногнійка. Кажуть, що цього дня дощ неодмінно сліпий. На цю Явдоху зривали огірки, ошпарювали кип'ятком з кропивою діжки для соління, провітрювали в сонячні дні і лише тоді солили; Явдоха ще раз нагадувала, що залишені в землі цибуля та часник можуть вимокнути. Треба було зібрати й малину, бо за негоди вона втрачає смак. Явдоха, або Явдоня (буквально: земна, життєславна, доброславна), має й прадавнє ім'я -- Яра (осонцена земля) як земна пара небесному Ярилові. Згадку про богиню Яру знаходимо в повісті Тараса Шевченка «Прогулка с удовольствиєм и не без морали»: «Перед лицом мартовского солнца сконфузился и почернел бельй снег. Ручьи весело зашевелились в горах и побежали ...",,
18.08,,,,
19.08,,"и і мак, а дівчата-чарівниці -- ще й мак-видюк. Цим маком обсипали дім, аби всі вроки та хитрощі відьом пропали безслідно. Протягом тижня гадали, яка буде погода починаючи з вересня. Казали: «У Спаса все в запасі: і дощ, і вітер, і погода, 1 сіропогіддя». Особливо вшановували другий прихід Спаса (6/19 серпня; Преображення Господнє). Його називали Другим Спасом, Середнім Спасом, Великим Спасом. В цей день освячували групі, мед, обжинкові вінки або жмути колосся жита й пшениці, а також яблука. Існує",,
20.08,,,,
21.08,,,,
22.08,,,,
23.08,,", у якому простежується зв'язок людських характерів з деревами і яким користувалися наші прародителі: Яблуня: 23 грудня -- | січня; 25 червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).",,
24.08,,х характерів з деревами і яким користувалися наші прародителі: Яблуня: 23 грудня -- | січня; 25 червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
25.08,,,,
26.08,,"М.Міщенко, «Народний календар», с.47, 95. ОВСЯНИЦІ ДЕНЬ. М.Гоголь у «Замітках по фольклору» пише: «..У Волинському окрузі в серпні 1 вересні закінчується збирання хлібів. Після пшениці, жита і ячменю жнива завершуються вівсом в основному перед Наталією Овсяницею (у християн свято Адріана та Наталії 26 серпня / 8 вересня). Тоді женці несуть сніп вівса, супроводжуючи своє шестя піснями. Цей сніп ставлять в сутки, тобто в головний кут під образи. Потім сідає господар з господинею за стіл, на якому головною стравою є Дежень, тобто толокно, замішане тоді ж на кислому молоці або на воді. На цьому святі нараховують всі жнива суслонами (суслон має в собі різну кількість снопів, в одних місцях по б снопів у суслоні, в інших - - більше 10), запрошені гості, подякувавши господарям за солодкий Дежень, розходяться по хатах». Наталія -- мати Овсія. Наталія несе в стодолу млинець, а Адріан -- толокно: щоб не було в клуні пожежі, а трударі починали працю добрим словом. (Див. ОВСІЇВ ДЕНЬ).",,
27.08,,,,
28.08,,"востаннє попрощатися з дівочим віночком -символом безтурботного життя. У цей день молилися також бездітні жінки або, бувало, справляли обід для бідних, «щоб молилися Богородиці за її діти». У народі є три свята Пречистої Богородиці. Напередодні Третього Спаса, коли завершується 394 Спасів піст (15/28 серпня), настає Перша Пречиста (у християн -- свято Успіння Богородиці). Це пора осипання зернових, тому до цього дня годилося завершити їх збирання. На Успіння чоловіки приносили до церкви колоски нового хліба, щоб «УспінняМатушка» благословила їх на працю і допомогла успішно справитися з молотьбою. Жінки ж, закінчивши жниварські роботи, «купалися» у цей день по зжатій полосі, промовляючи: «Жнивка, жнивка, віддай мою силу на товкач, на колотило, на молотило, на криве веретено». День Успіння вважається не тільки пісним, а навіть траурним днем: старі жінки любили тоді вдягатися в усе чорне, таким чином ушановуючи останній земний шлях Богоматері. Друга Пречиста (8 / 21 вересня) святкується ч...",,
29.08,,"ний слуга лісовика -- полісун, з яким вони пильнують звірину, випасають її, бо то їхня худоба, а вовки та ведмеді - - їхні вірні пси. Живе лісовик на густих деревах або в дуплах сухих дерев. Людей старається заманити в хащу, де Їх лякає. Предки вшановували лісовика на Третього Спаса. У цей день (16/29 серпня) йому клали на галявині скибку хліба з сіллю, пиріг або іншу жертву, щоб він не робив зла та не «водив» людей. У лісовика є ще помічники, яких звати блуд і страх. Ніхто ніколи не бачив, щоб вони коли-небудь залишали сліди від своїх ніг, а це тому, що вони вихорем замітають свій слід, так само, як і відьми. У серпні люди стежили за снопами, оберігаючи їх від забав лісовика, який розкидає їх, піднімаючи вихори, - - через це в давнину ходили на тік з вивернутими кожухами і окреслювали магічне коло коцюбою. Вважалося, що лісовик боїться жару, тобто вогню, що є символом бога блискавиці та грому Перуна. За народними віруваннями, 4 жовтня лісовик перестає бродити. Прощаючись з лісом, він ...",,
30.08,,,,
31.08,ФРОЛКИ,"ий, «Історія української літератури», т.1. с.360. С.Килимник, «Український рік...», кн.2, т. ГУ, с.447. А.Афанасьев, «Позтическиє воззрения славян...», Т.3, с.206. М Забьлин, «Русский народ. Его обьтчаий, обрядьт...», с.281. Л.Скорина, «Фортуна», с.299. В.Скуратівський, «Дідух», с.170. ФРОЛКИ -- 13/31 серпня: день Флора (Фрола) і Лавра -- покровителів коней. Відома така легенда. На другий день Третього Спаса орав чоловік свій «пар», щоб посіяти озимину. Кінь заноровився 1 зупинився. Почав чоловік його бити батогом, а потім з усієї сили кийком. Кінь впав на коліна 1 заїржав. Господар став його клясти 1 погрожувати, що зоре ним цілу десятину в один день. Раптом з'явилися два мандрівники з посохами. «Чого ти б'єш коня? - - запитали вони того чоловіка. - - Прийдеться тобі відповідати за нього перед Богом, всяка тварина на рахунку у Бога, а кінь і сам уміє йому молитися. У вас ось кожного тижня має бути для відпочинку свято, а в твого коня за цілий рік ні одного. Завтра наш день -- Флора і ...",,
01.09,,"Наведемо кілька фрагментів із народних оповідань: «Повна хата |відьом| назбиралась. Вийняли вони із печі черепок чогось та й стали мазать ним під руками. Помаже оце під руками та й полетить у бовдур»; «Послала жінка чоловіка каглу затикати, та й каглянка вбила». У деяких місцевостях у день Посвіту (1/14 вересня) в наперед обраній хаті проводили обряд під назвою «Женіння комина». Надвечір до такої хати збиралися чоловіки й молодиці. Комин прибирали стрічками й квітами, ставили також соснове гільце. «Свати» видобували вогонь, і розпочиналося веселе обрядове дійство. Ой прийшли ж ніченьки довгенькі, посвіти ж нам, Комину біленький, ми ж тебе квітами убрали, барвіночком-рутою оперезали. Ми ж тебе будемо женити, горілочку-мед, пиво пити. Взагалі комин уявлявся нашим предкам немовби містком у потойбічний світ. Зокрема, у поховальному обряді, щоб швидше забути покійника, треба було зазирнути в піч. (Див. ПОСВІТ, ДИМ, ПІЧНИК, ДОМОВИК).",,
02.09,,деревами і яким користувалися наші прародителі: Яблуня: 23 грудня -- | січня; 25 червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
03.09,,,,
04.09,НЕСТОРІВ ДЕНЬ,"я додому та або удає, що нічого не пам'ятає, або й насправді забув своє ім'я, своїх батьків, свій дім. Тепер він - - нова, інша, перероджена людина з іншим іменем. (Див. НЕУМИЙКО).",,
05.09,,"зтическис воззрония славян...», т.3, с.150. М.Новикова, «Коментар», с.249. А.Гура, «Символика животньхх...», с.54, 57, 66, 68, 81 таїн. О.Боряк, «Ткацтво в обрядах...», с.104. Л.Кожуховська, «Рот», с.107. Дж.Купер, «Знциклопсдия символов», с.278. Х.Корлот, «Словарь символов», с.441. РУДИЙ ЛУППА - - 5 вересня. Цього дня Рудий Луппа по спині лупить: «нагнися, до брусниці придивися: дозріла -- то й овес до діла». Тоді в осики вже починається падолист. Прикмети: листя лягає долілиць- - зима буде тепла, горілиць - - холодна; нема ранкових приморозків -- увесь місяць мине без них; відлетіли журавлі - - на ранню зиму.",,
06.09,,,,
07.09,ТИХОНІВ ДЕНЬ,"ребиралися. Вважалося, що 22 червня Тимофій по землі примари розпускає, і тоді можна дізнатися про те, що принесе тобі літо, Та коли свій заговір-замову забудеш, то примара нічого тобі не повідає, а то Й поміняється з тобою життям.",,
08.09,НАТАЛЧИН ДЕНЬ,"го мешканців. Вірили, що чорти насилаються на коней сорокою або відьмою, яка у неї вселилася, через те потрібно вбивати сороку 1 вішати її над кіньми тощо. (Див. ТВАРИННИЙ СВІТ, ПТАХИ, НАВРОЧИТИ).",,
09.09,,"богиня рослинності, ворожби та нічного царства. Дівани -- давньоукраїнські божества, яким присвячувалися троянди, шипшина і червоні яблука - - символ земної родючості. Діванна -- богиня дівочої цнотливості, чистоти, покровителька молодих матерів та новонароджених дітей. Ушановували Діванну в ніч на 9 вересня разом із Великою Матір'ю, богинею жіночої долі Мокошею. Опікується ними сам могутній бог Род. У більші віддалені часи Діві-Діванні поклонялись як богині мисливства. Згодом, коли земля опромінилася світлом Дажбога, чарівна Діва стала водночас дружиною бога Сонця. У західних слов'ян також була богиня мисливства, тотожна грецькій Артеміді. Лужичани вшановували юну і прекрасну Дзівицю, яка любила полювати у світлі місячної ночі на баских конях. У чехів ушановувалася Девана, у поляків -- Дзєвона, яку автори хронік порівнюють з італійською богинею родючості і підземного царства Церерою. Саме ім'я свідчить про близькість її до римської богині рослинності Діани. Про богиню-дівицю збереглос...",,
10.09,,"ся головним знаменням, якою буде погода влітку: грозовою чи сонячною. Хмари -- то худоба Сави. Коли вони насуваються, до святого звертаються з проханням «отвести своих говяд от села», Піст на день Сави називався савицею. У цей день не Їли м'яса худоби, щоб уберегти її від вовків. Відоме також свято 10 вересня, коли вшановували скиртувальника Саву і скиртувальницю Анну, ЯКІ допомагали збирати снопи й складати їх біля стодоли. В цей день люди славили врожай, починали влаштовувати ярмарки. 27 вересня / 10 жовтня справляли Сави Пасічника. Цей день вважається останнім днем Божої десятини (встановлення вуликів у зимівники), початої 2 жовтня Зосимою. Обряди, пов'язані з майбутнім урожаєм конопель, проводили також у день св. Сави. «На Варвари варять гречані вареники з юрдою, на Сави -печуть гречані оладки з олією, щоби родила гречка та коноплі». На Закарпатті заборона прясти у дні св. Сави та Варвари була особливо суворою. (Див. ВАРВАРИН ДЕНЬ, ЗОСИМІВ І САВИН ДЕНЬ).",,
11.09,ФЕДОРА ЗАМОЧИ ХВОСТИ,"ита стає холодно Й сердито». Покійники за землею тужать. «Студень -- пече вже грудень». «Федір -- не Федора: морозить без розбору». До цього дня спеціально відгодовували свиней, гусей, 1 смачна смаженина прикрашала святковий стіл.",,
12.09,,ародителі: Яблуня: 23 грудня -- | січня; 25 червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
13.09,ЧИСЛОБОГ,"-СПОВИТУХА, ПЕРЕБЕРІЯ, МЕЛАНКА, ЧИСЛОБОГ -- Символіка чисел).",,
14.09,Бабине літо,"Бабине літо — це ніби прощальна усмішка літа, яке не хоче йти без обіймів. В народі казали: «Стара баба ще гріє руки». І справді — після перших холодних ночей раптом знову стає тепло, сонце лагідне, а павутиння летить по повітрю, мов думки про щось дороге.

Це не просто метеорологічне явище — це тихий тиждень для осмислення, підсумків і підготовки до внутрішньої зими. Бабине літо — жіночий час. І не тому, що «баба», а тому, що зрілість, спокій, мудрість, прощення.","— У цей час дівчата пускали вінки по воді, а жінки — збирали останні польові квіти для засушування.
— Вважалося, що павутиння в повітрі — це нитки долі, які прядуть невидимі духи. Якщо павутинка торкнеться обличчя — чекай звістки або приємної несподіванки.
— Бабине літо — добрий час для збору трав, які мають ""сонячну"" силу навіть восени.
— День Осінніх Жінок — так ще називали цей тиждень: жінки могли просити долі про злагоду в домі й силу на холодний сезон.","Найперше — спинись. Це період, коли не треба поспішати. Проведи кілька вечорів без суєти — з чаєм, книгою, чи просто в парку.

Символічно добре зробити ревізію речей, планів, думок. Що лишити в літі, а що взяти в осінь? Можна розпочати нову звичку, яку планувала давно — Бабине літо, мов золота межа, підходить для цього найкраще.

Варто впустити в дім трохи сонця — відкрити вікна, помити шибки, поставити яблука чи сухоцвіти на стіл. І побачиш: навіть старе літо ще вміє надихати."
15.09,,"бу гуся може приймати дух, який приносить своєму господарю багатство. За деякими повір'ями, відьма плаває по воді у вигляді гуся, за іншими -відьми обертаються в гусей у Вальпургієву ніч. Вірили, що гуси все літо живуть під наглядом водяника. Щоб задобрити цього невмолимого дідуся, селяни вночі під 15 вересня, відкрутивши голову в гуся, кидали тулуб у річку. Водяник за таку жертву стереже гусей 1 нікому не дає їх кривдити. Інакше він замучує гусей 1 геть виводить їх. Залишену голову відносили на пташиний двір з острахом, щоб, бува, домовик не дізнався про скоєне. Бо ж відомо, що турботливий домовик веде  Срібна позолочена амфора із зображенням птахів. Курган Чортомлик, ГИ ст. до н. с.",,
16.09,,,,
17.09,,,,
18.09,,,,
19.09,,"трою, в'яне ліс, пересихає вода, вода стає кров'ю, Євангеліє перетворюється на камінь, ікони падають і т. ін. У середньовічній літературі чудеса широко представлені у житійному жанрі (чудо Георгія зі змієм, чудеса св. Миколая 1 т. ін.), у переказах про чудотворні ікони та ін. За народним календарем 19 вересня відзначали «Чудо». В цей день намагалися не працювати, бо хто порушить закон, того неодмінно спіткає лихо. (Див. СОНЦЕ ГРАЄ). РАТЬТА| РУ Ду, те г Ф 4 НЕЙП Со 8-РММ: 7 чо 4 я и Хь м и Кк Хуари 1 » . ані - ой Ра чад атанучнуууууу) 23 4/7 рень ЕЕ т 77 У  Літ. М.Максимович, «Дні та місяці українського сслянина», с.132. Г.Дьяченко, «Полньй церковно-славянский словарь», с.144, 206, 827-828. А.Афанасьсв, «Позтичсскис воззрения славян...», т.2, с.111-112, 150-151, 277, 295, 313. М.Міщоенко, «Народний календар», с.97. В.Щседрін, «Чудо», с.379. С.Толстая, «Чудо», с.392. ЧУДО-ЮДО, чудо-юдо-цар-морський -- міфічний змій (дракон-туча). В давнину слово «чудо» (чуд, щуд, чудище, дивище) означало...",,
20.09,ПОСВІТ,"того Посвистач приходить з великим вітром. Вирушаючи в далекі походи, предки молилися Посвистачу, а щоб, бува, не роздратувати грізного бога, суворо заборонялося свистіти під час походів. Упіановували Літнього Посвистача (19 серпня), тоді гадали, чи буде гарний урожай вівса; і Осіннього Посвистача (20 вересня), якого звали ще Позвизд або Похвист. У цей день передбачали, якою буде погода в кінці літа та молилися до батька вітрів Стрибога. З Посвистачем треба бути обережним, бо на свист неодмінно збігається нечиста сила. (Див. СТРИБОГ, ПОГОДА, СВИСТ).",,
21.09,,"ється на небі, то починається літо, а коли приходить пора Бабиного літа, Баба вранці заходить за обрій, що є прикметою настання зими. З початком «молодого» Бабиного літа, 21 що припадає на 1Ї вересня, освячували хліб та нові криниці, а на Пречисту гадали, яка буде погода на «старе» Бабине літо (14--21 вересня). Збереглася легенда, що колись у ці дні сталися великі морози, а врожай у садах люди ще не встигли зібрати. Аби важка праця не пропала марно, баби, зібравшись усі разом, стали молити Бога, щоб повернув тепло. Раптом справді стало тепло, і весь урожай був зібраний. Відтоді цю пору 1 стали називати Бабиним літом. «Бабине літо» - - це також тонке сріблясте павутиння, яке літає у повітрі від кількох днів до двох тижнів ії повторюється в середньому через рік. Його плетуть маленькі павучки, які виповзають зі своїх гнізд у цей осінній час, віщуючи про повернення нетривкого тепла. Без цього тепла, яке не кожен рік буває, вони не наважуються вирушати у свою повітряну мандрівку. За народни...",,
22.09,,червня - 4 липня. Ялиця: 2 -- 11 січня; 5 - - 14 Липня. В'яз: 12 -- 24 січня; 15 - - 25 липня. Тополя: 4 --- 8 лютого; 5 -- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
